Assembly Name,Assembly Accession,Assembly Paired Assembly Accession,Organism Name,Organism Taxonomic ID,ANI Check status,Annotation Name,Assembly Stats Total Sequence Length,Assembly Stats Number of Contigs,Assembly Stats Scaffold N50,Assembly Stats GC Percent,Annotation Count Gene Total,Annotation Count Gene Protein-coding
lpSchNigr1.hap1.1,GCA_965614465.1,,Schoenus nigricans,76506,,,777872366,329,38118163,38,,
drRosAgre1.hap1.1,GCA_964662855.1,,Rosa agrestis,267229,,,1939702862,849,71897752,39,,
daVerNigr1.hap1.2,GCA_964305475.2,,Verbascum nigrum,90364,,,335794948,203,22845101,34,,
dcBliBonu1.hap1.1,GCA_964605755.1,,Blitum bonus-henricus,122298,,,1111067929,569,62979943,36.5,,
ASM5008445v1,GCA_050084455.1,,Cyathodium cavernarum,351593,,,267884793,111,34302910,40.5,,
daTraPrat1.hap1.1,GCA_964059535.1,,Tragopogon pratensis,41653,,,2070495301,1226,383411168,37,,
daVerAnag1.hap1.1,GCA_965198525.1,,Veronica anagallis-aquatica,74693,,,1000668773,376,56551949,36.5,,
ddAnaArve1.hap1.1,GCA_965637415.1,,Anagallis arvensis,4337,,,1100742143,544,55401253,33.5,,
ddMalNegl1.hap1.2,GCA_965231755.2,,Malva neglecta,183277,,,576897925,614,27335881,33.5,,
daGenAmar1.hap1.1,GCA_965645215.1,,Gentianella amarella,137095,,,3190605969,1353,113432588,37.5,,
daFilLute1.hap1.1,GCA_964188195.1,,Filago lutescens,702235,,,648445603,344,43620274,33.5,,
ASM1418240v2,GCA_014182405.2,,Eucalyptus sideroxylon,1541731,,,592116214,295,60475194,39,,
daCarVulg1.hap1.1,GCA_965178275.1,,Carlina vulgaris,41500,,,3741354831,1946,363605009,39.5,,
ddEriCili1.hap1.2,GCA_965212355.2,,Erica ciliaris,643570,,,438596535,198,34908660,41.5,,
daSenSylv1.hap1.1,GCA_965199645.1,,Senecio sylvaticus,121557,,,1815561282,936,91449534,34.5,,
ddAndSaus6.2,GCA_964267185.3,,Androsace saussurei,2890055,,,412629385,247,21172409,33,,
cjLepCupr1.1,GCA_965644175.1,,Lepidozia cupressina,402117,,,582610598,415,55480921,43.5,,
drUleMino1.hap1.1,GCA_965218745.1,,Ulex minor,183318,,,878425790,456,53229788,34.5,,
daVerScut1.hap1.1,GCA_965198585.1,,Veronica scutellata,195138,,,767319982,548,86660642,39.5,,
C.berlandieri_1.0,GCA_034703905.1,,Chenopodium berlandieri,345311,,,1295345582,1191,70051764,37.5,,
cbPolSexa1.2,GCA_965127125.2,,Polytrichastrum sexangulare,752065,,,804093771,920,56393046,41.5,,
daVerVern1.1,GCA_964059225.1,,Veronica verna,195145,,,463883710,319,56820964,38.5,,
drTroVert1.hap1.1,GCA_965263735.1,,Trocdaris verticillata,1170862,,,627406795,537,57079934,34.5,,
ASM1418288v2,GCA_014182885.2,,Eucalyptus caleyi,1711195,,,589323946,276,59516207,39,,
drSorBris1.hap1.1,GCA_965648485.1,,Karpatiosorbus bristoliensis,746470,,,1261311705,557,37337469,38,,
ASM5008423v1,GCA_050084235.1,,Archidium alternifolium,98457,,,485435484,194,40403488,40,,
ASM1418273v1,GCA_014182735.1,,Corymbia maculata,87660,,,403819434,173,40548060,39,,
daBelPere1.hap1.1,GCA_965601635.1,,Bellis perennis,41492,,,1602721488,1292,176960975,36.5,,
ASM1714018v1,GCA_017140185.1,,Eucalyptus polyanthemos subsp. polyanthemos,1711482,,,603279611,300,57459056,39,,
dmRanSard1.hap1.1,GCA_965125545.1,,Ranunculus sardous,35930,,,2812432190,1303,337804797,41.5,,
cjPlaCarr2.1,GCA_977930285.1,,Plagiochila carringtonii,173237,,,645866616,367,70766854,43.5,,
daVerTrip1.1,GCA_964188015.1,,Veronica triphyllos,195143,,,506445966,335,73444829,37.5,,
ddSalCapr1.1,GCA_964035475.1,,Salix caprea,172267,,,389070326,248,19611398,36,,
cbHylTriq8.1,GCA_965234835.1,,Hylocomiadelphus triquetrus,28469,,,472048547,436,67724493,38,,
lpLeeOryz1.hap1.2,GCA_965153235.2,,Leersia oryzoides,35712,,,766351316,541,31173142,45,,
daMelMeli1.1,GCA_965112285.1,,Melittis melissophyllum,457147,,,436704238,237,25553823,36.5,,
drPolSerp1.hap1.1,GCA_965641355.1,,Polygala serpyllifolia,544475,,,341681360,317,23207090,38,,
cjScaOrni3.1,GCA_973897035.1,,Scapania ornithopodioides,264777,,,929845968,394,108952248,43,,
Dip_SZ_1.0,GCA_047967505.1,,Dipteris shenzhenensis,2909684,,,1899286052,1323,56695497,42.5,,
laTriPals1.1,GCA_964197745.1,,Triglochin palustris,403040,,,437486790,301,38339048,38.5,,
ASM4722561v1,GCA_047225615.1,,Malus sikkimensis,1143241,,,1271663406,991,30101200,38,,
daPetHybr1.hap1.1,GCA_965123105.1,,Petasites hybridus,278673,,,2802873612,3622,90180561,35,,
ASM1609760v1,GCA_016097605.1,,Eucalyptus guilfoylei,183827,,,472356222,209,44608757,39.5,,
ASM4893319v1,GCA_048933195.1,,Polytrichastrum alpinum,129212,,,498256416,302,67256542,41,,
ASM5495781v1,GCA_054957815.1,,Saussurea hypsipeta,137892,,,3177126852,1381,182597789,38.5,,
drVicParv1.1,GCA_965231315.1,,Vicia parviflora,1053407,,,2826491594,1292,399062982,35.5,,
ASM2237911v2,GCA_022379115.2,,Bauhinia variegata,167791,,Annotation submitted by Sun Yat-sen University,326365182,586,22089475,35,37948,37677
drRosSpin1.hap1.1,GCA_965112335.1,,Rosa spinosissima,74630,,,816103378,624,57400696,39.5,,
ddLysThyr1.hap1.2,GCA_965212335.2,,Lysimachia thyrsiflora,174664,,,1252306411,975,61729720,33.5,,
daEupTetr3.hap1.1,GCA_965276645.1,,Euphrasia tetraquetra,475394,,,951355569,601,43169121,38,,
ASM1418255v1,GCA_014182555.1,,Eucalyptus erythrocorys,34314,,,539196946,250,50473496,39.5,,
ASM1418289v1,GCA_014182895.1,,Angophora floribunda,34308,,,388206676,224,36024908,39,,
ASM1418251v1,GCA_014182515.1,,Eucalyptus microcorys,34315,,,440906681,233,41204733,39.5,,
daCheTaga1.hap1.1,GCA_964300405.1,,Cheirolophus tagananensis,65001,,,623521733,421,36486517,36.5,,
ddSalArbu1.1,GCA_976941345.1,,Salix arbuscula,1149847,,,374109080,256,18329091,35.5,,
ddVioPalu1.hap1.1,GCA_965642405.1,,Viola palustris,462882,,,1771300714,953,75796461,42,,
CAF_haisanleng_1.0,GCA_037678475.1,,x Bolboschoenoplectus mariqueter,3122982,,,227747926,142,4073855,34.5,,
lpCarDepa1.1,GCA_964197715.1,,Carex depauperata,234461,,,702595164,353,32579503,35.5,,
daSucPrat4.hap1.2,GCA_965213445.2,,Succisa pratensis,105906,,,2353071396,1894,235668787,37.5,,
lpJunSqua1.hap1.2,GCA_965214595.2,,Juncus squarrosus,223678,,,318492659,189,17146125,36.5,,
ASM2160514v1,GCA_021605145.1,,Aegilops bicornis,4483,,,5902718208,3579,816571685,46.5,,
drEpiCili1.hap1.1,GCA_965637465.1,,Epilobium ciliatum,33132,,,274878083,272,15138166,40.5,,
Gcan.1.0,GCA_054131505.1,,Glycine canescens,48924,,,938253710,544,46505517,34,,
cbNecPumi1.1,GCA_963969595.1,,Neckera pumila,860203,,,339344350,165,31052031,37.5,,
ASM4187011v1,GCA_041870115.1,,Saussurea bogedaensis,2291728,,,2240802630,2251,135886090,38.5,,
ASM1714025v1,GCA_017140255.1,,Eucalyptus paniculata subsp. matutina,2779373,,,588849461,330,55384728,39.5,,
drOrnPerp1.hap1.1,GCA_965278115.1,,Ornithopus perpusillus,181291,,,528923748,265,82813887,38,,
drTriBocc1.hap1.1,GCA_965615655.1,,Trifolium bocconei,361894,,,611980450,380,95292244,35,,
drAcaOval1.hap2.1,GCA_964197845.1,,Acaena ovalifolia,281872,,,687192732,451,32614310,39,,
ASM5008427v1,GCA_050084275.1,,Grimmia obtusifolia,981371,,,319995126,181,21648637,41,,
ASM5194114v1,GCA_051941145.1,,Fraxinus sogdiana,757441,,,743433033,361,32785015,34.5,,
ASM863837v1,GCA_008638375.1,,Nyssa sinensis,561372,,Annotation submitted by Nyssa sinensis,1001447681,654,3599157,36,36241,36241
ddSalCine1.hap1.1,GCA_965260955.1,,Salix cinerea,470278,,,386716079,572,17406329,36.5,,
lpPoaChai1.hap1.1,GCA_964215705.1,,Poa chaixii,269367,,,1422738331,1065,184506871,46.5,,
drRibRubr1.hap1.1,GCA_965178245.1,,Ribes rubrum,175228,,,834250574,885,102863307,37,,
ASM5008411v1,GCA_050084115.1,,Paraleucobryum enerve,98499,,,527390239,316,45173596,41,,
ASM3655904v1,GCA_036559045.1,,Platycarya longipes,212655,,,654181340,301,44754580,35,,
ddHypPulc1.hap1.1,GCA_964106755.1,,Hypericum pulchrum,626748,,,373143241,538,38876907,38.5,,
KIB_Rgui_2,GCA_036346415.1,,Raddia guianensis,1482630,,,607833752,865,56583069,46.5,,
lpSchTriq1.1,GCA_964058795.1,,Schoenoplectus triqueter,316510,,,580257001,362,27800309,36,,
daSenVisc1.hap1.1,GCA_965637395.1,,Senecio viscosus,85882,,,2015832850,1231,100816051,35,,
ddSalReti1.hap1.1,GCA_965648395.1,,Salix reticulata,75717,,,396193108,341,18452530,35.5,,
ASM1418236v1,GCA_014182365.1,,Eucalyptus tenuipes,183854,,,397779230,207,35740343,39.5,,
dcTamGall1.hap1.1,GCA_964205315.1,,Tamarix gallica,125585,,,1404817697,1330,117264569,34,,
ASM5008439v1,GCA_050084395.1,,Solenostoma erectum,1585948,,,771577374,2821,73593550,45.5,,
daCarNuta1.hap1.2,GCA_965198395.2,,Carduus nutans,92906,,,796649189,965,93763019,36.5,,
ddLinBien1.hap1.1,GCA_965366145.1,,Linum bienne,347648,,,486842964,375,31909332,38,,
ddHypHirc1.hap1.1,GCA_965233335.1,,Hypericum hircinum,673927,,,421803915,349,19346129,39.5,,
ddSamVale1.1,GCA_964205165.1,,Samolus valerandi,59985,,,503532062,356,42053491,35,,
daGyrOppo1.hap2.1,GCA_980608605.1,,Gyrocaryum oppositifolium,1929230,,,622164213,3540,18755390,36,,
UofSC_Psma_1,GCA_046254845.1,,Penstemon smallii,265156,,Annotation submitted by University of South Carolina,438489102,1377,50108867,35,25896,25896
daCirDiss1.hap1.1,GCA_965276805.1,,Cirsium dissectum,1155260,,,1069227339,1619,59465939,36.5,,
daMenAqua1.hap1.1,GCA_965615935.1,,Mentha aquatica,190902,,,1304813858,1241,26071522,37.5,,
lpCarAren1.1,GCA_964058765.1,,Carex arenaria,234466,,,352283283,202,12259953,34.5,,
daGalLino1.hap1.1,GCA_965198375.1,,Galatella linosyris,1155252,,,4455903098,2671,521524287,36,,
ddVioStag1.1,GCA_965234175.1,,Viola stagnina,502524,,,566929314,332,55391568,38.5,,
ddRhoPont1.hap1.1,GCA_965615915.1,,Rhododendron ponticum,49628,,,643725378,437,52154842,41,,
lpTriCesp1.1,GCA_965178605.1,,Trichophorum cespitosum,76515,,,317897495,169,6716932,36.5,,
ASM784410v2,GCA_007844105.2,,Rhamnella rubrinervis,2594499,,Annotation submitted by Lanzhou University,245347936,609,18840787,34,27364,27165
ASM5190379v1,GCA_051903795.1,,Mikania cordata,207834,,Annotation submitted by Sun Yat-sen University,1681218471,985,89241705,36.5,30207,30207
ddHypHirs1.hap1.1,GCA_964106675.1,,Hypericum hirsutum,673928,,,338108656,296,37814175,38.5,,
drUlmGlab3.hap1.1,GCA_964106905.1,,Ulmus glabra,172265,,,1788200723,1276,123199894,36,,
ASM1714059v1,GCA_017140595.1,,Eucalyptus curtisii,34319,,,435261390,288,40291347,39.5,,
lpSciSylv1.hap1.2,GCA_965151555.2,,Scirpus sylvaticus,434052,,,320827370,225,10176075,35,,
lpEriAngu1.1,GCA_965282555.1,,Eriophorum angustifolium,100292,,,447204430,292,14589014,36.5,,
daInuConz1.hap1.1,GCA_965217385.1,,Inula conyza,119177,,,3354090705,7473,191515263,37.5,,
lpCarDivu1.1,GCA_964058785.1,,Carex divulsa,240680,,,388301220,240,13437251,34.5,,
Sorghum_virgatum_1.0,GCA_051168655.1,,Sorghum virgatum,1428165,,,781403280,3692,62468865,44,,
KIB_Aluo_1,GCA_036346255.1,,Ampelocalamus luodianensis,387595,,,1659985669,1389,65330863,44,,
ASM1714061v1,GCA_017140615.1,,Eucalyptus cladocalyx,452569,,,544079499,390,51924973,39.5,,
ASM3271936v1,GCA_032719365.1,,Prinsepia uniflora,32240,,,1272712484,848,79319404,41.5,,
lpCarRipa1.hap1.2,GCA_964374305.2,,Carex riparia,312765,,,418508304,374,11218380,34.5,,
drAntVuln1.hap1.1,GCA_965615755.1,,Anthyllis vulneraria,118891,,,334471635,693,50147691,38,,
KIB_Bamp_2,GCA_036346245.1,,Bonia amplexicaulis,338503,,,850080097,1578,22770748,43.5,,
drTriStri1.hap1.1,GCA_964059935.1,,Trifolium striatum,97043,,,372172512,285,48478819,33.5,,
cbHyoArmo16.1,GCA_964235365.1,,Hyocomium armoricum,324239,,,333597675,509,28971754,37,,
daInuSali1.hap2.1,GCA_965233545.1,,Inula salicina,56531,,,1549176105,1469,165532754,37,,
daCirHete1.hap1.1,GCA_965225835.1,,Cirsium heterophyllum,675739,,,944019485,1316,50939392,36,,
ASM1714032v1,GCA_017140325.1,,Eucalyptus leucophloia subsp. euroa,1711375,,,568475594,382,54405462,39,,
ASM3121618v1,GCA_031216185.1,,Syzygium aqueum,219865,,,391897832,343,38810027,40.5,,
lpCarCary1.hap1.2,GCA_964339005.2,,Carex caryophyllea,502401,,,528340720,412,15297501,35.5,,
ddHotPalu2.hap1.1,GCA_965239615.1,,Hottonia palustris,175037,,,743026818,702,69714689,35,,
cjAnaDonn2.1,GCA_965642145.1,,Anastrophyllum donnianum,264786,,,688377270,637,74045785,44,,
ASM5205917v1,GCA_052059175.1,,Fraxinus ornus,38874,,,868140160,697,39751177,35,,
lpCarSylv1.1,GCA_964058815.1,,Carex sylvatica,241234,,,363239751,251,13811235,34,,
ASM3121628v1,GCA_031216285.1,,Syzygium syzygioides,1489818,,,431079378,429,43522896,40.5,,
ASM1418269v1,GCA_014182695.1,,Eucalyptus albens,183809,,,606933636,674,56930961,39,,
lpLuzPall1.1,GCA_964274315.1,,Luzula pallescens,630110,,,337670911,226,59578150,33.5,,
ASM1609759v1,GCA_016097595.1,,Eucalyptus pumila,452574,,,529752966,473,48188170,39.5,,
ASM5194099v1,GCA_051940995.1,,Fraxinus baroniana,1616475,,,856407210,567,39440668,34.5,,
daCreCapi1.hap1.1,GCA_973897325.1,,Crepis capillaris,13465,,,2003270729,3804,598963573,38.5,,
ddSalRepe1.hap2.1,GCA_965260945.1,,Salix repens,467613,,,363734021,541,18448369,35.5,,
cbOliHerc1.1,GCA_977013005.1,,Oligotrichum hercynicum,201549,,,409005097,480,64585166,40.5,,
ASM1418237v1,GCA_014182375.1,,Eucalyptus virginea,2654258,,,532787365,376,56147823,39.5,,
drSedAcre1.hap2.1,GCA_966183415.1,,Sedum acre,23028,,,666176718,1631,31476722,39,,
UNMSM_Npal_1.0,GCA_046055785.1,,Neltuma pallida,204979,,,403689809,442,26166578,34.5,,
ASM1714039v1,GCA_017140395.1,,Eucalyptus lansdowneana,87673,,,633519756,489,59665875,39.5,,
ASM5194098v1,GCA_051940985.1,,Fraxinus chinensis,56033,,,854443672,614,38764897,34.5,,
ASM4730202v1,GCA_047302025.1,,Rhododendron redowskianum,184582,,,525856008,556,39690018,41,,
ddMatSinu1.hap1.1,GCA_964656325.1,,Matthiola sinuata,500837,,,2066375029,1623,276710281,40,,
cbPolPili2.1,GCA_975525945.1,,Polytrichum piliferum,201562,,,455533531,1094,61874882,41,,
ASM4722551v1,GCA_047225515.1,,Malus angustifolia,106547,,,1216724219,2160,28781236,37.5,,
drRubCaes1.hap1.1,GCA_964235055.1,,Rubus caesius,75065,,,628597231,841,42941820,38,,
lpSchLacu1.1,GCA_964200675.1,,Schoenoplectus lacustris,76502,,,480864828,318,23938866,33,,
drOnoRecl1.hap1.1,GCA_965197055.1,,Ononis reclinata,798030,,,1196220647,1164,39932449,33,,
drLotPedu3.1,GCA_965212415.1,,Lotus pedunculatus,347994,,,480457339,472,76796754,37.5,,
daTeuBotr5.1,GCA_975146385.1,,Teucrium botrys,1209845,,,232474983,355,14068444,36.5,,
ASM972507v1,GCA_009725075.1,,Coix aquatica,79833,,,1615469127,3002,148397812,46.5,,
drSaxAizo1.hap1.1,GCA_965199075.1,,Saxifraga aizoides,102714,,,1445080489,1378,106767620,37.5,,
cjPorArbo1.1,GCA_974392495.1,,Porella arboris-vitae,460640,,,1198616523,1328,189698731,42,,
lpCarHirt1.hap1.1,GCA_965112215.1,,Carex hirta,15193,,,334500218,539,5741607,35,,
KIB_Hcal_1,GCA_036346395.1,,Hsuehochloa calcarea,3061239,,,1298054454,929,54524991,43.5,,
lpCarAcui1.hap1.2,GCA_964417155.2,,Carex acutiformis,140783,,,411490426,634,9783144,35,,
VMJ,GCA_022702705.1,,Papilionanthe hookeriana x Papilionanthe teres,420342,,,2570125698,8961,159454181,35.5,,
ASM5357464v1,GCA_053574645.1,,Salicornia virginica,549776,,,1380039635,3688,69318876,35.5,,
cbPolJuni2.1,GCA_977013085.1,,Polytrichum juniperinum,129213,,,378001219,503,55444407,40.5,,
ddImpParv1.hap1.1,GCA_965112305.1,,Impatiens parviflora,191132,,,1754528848,1752,123111817,33.5,,
daLobDort1.hap1.1,GCA_965199305.1,,Lobelia dortmanna,368684,,,780100038,664,108895176,38.5,,
lpCarNigr3.hap1.1,GCA_965278315.1,,Carex nigra,234464,,,417602660,438,10206026,34.5,,
TD_new,GCA_042479765.1,,Tillandsia duratii,294049,,,1058389511,3392,48192834,44,,
ASM1418257v1,GCA_014182575.1,,Eucalyptus decipiens,1711251,,,590953863,552,60198099,39.5,,
ASM1418284v1,GCA_014182845.1,,Corymbia calophylla,34324,,,394897432,421,39866576,39.5,,
daLeoHisp1.hap1.1,GCA_965240285.1,,Leontodon hispidus,58660,,,2022702950,2405,304487635,37,,
lpCarExte1.hap1.1,GCA_964341605.1,,Carex extensa,241207,,,312151058,341,10670721,33,,
SYSU_Capect,GCA_037832335.1,,Carallia pectinifolia,98586,,,324513616,374,29474394,35.5,,
Pint_V1,GCA_026225825.1,,Pistacia integerrima,434235,,Annotation submitted by UC Davis Genome Center,474763776,1382,28219897,36,34132,34132
dcPerNepa1.hap1.1,GCA_965642065.1,,Persicaria nepalensis,452460,,,1630365888,1636,68320300,40,,
KIB_Ogla_1,GCA_036346275.1,,Otatea glauca,464970,,,1448634548,1439,56749763,43,,
ASM3951914v1,GCA_039519145.1,,Kokia cookei,1962115,,,561147504,2153,42167205,33.5,,
drAstAlpi1.hap1.1,GCA_964188245.1,,Astragalus alpinus,20403,,,766579426,950,95356091,38,,
csSphGirg1.1,GCA_965217355.1,,Sphagnum girgensohnii,128204,,,432376067,431,23017309,36.5,,
lpCarElat1.hap1.2,GCA_965260875.2,,Carex elata,241206,,,414860826,514,10681593,35,,
ASM4722553v1,GCA_047225535.1,,Malus rockii,470517,,,1296637755,2618,30824502,38,,
ASM2774278v1,GCA_027742785.1,,Vigna reflexopilosa,157742,,,985987933,3889,42012152,34,,
ASM4054301v1,GCA_040543015.1,,Castanopsis eyrei,425820,,,891097172,765,69725657,35.5,,
ASM5008435v1,GCA_050084355.1,,Atrichum angustatum,37310,,,575465071,1345,68572582,40,,
ASM281429v2,GCA_002814295.2,,Kokia drynarioides,47617,,,552362197,2422,40495730,33.5,,
cbHygDuri1.1,GCA_965644165.1,,Platyhypnum duriusculum,140392,,,333279526,1737,25256031,38,,
cjMarAqua2.1,GCA_973895155.1,,Marsupella aquatica,209795,,,231557950,281,27139421,44.5,,
cbDisCapi3.1,GCA_975146355.1,,Distichium capillaceum,98464,,,287065835,683,19463886,40,,
ST_assembly,GCA_020226225.1,,Prunus davidiana,151430,,,243913910,295,28110464,37.5,,
MABAN_v1,GCA_964270275.1,,Musa banksii,213591,,Annotation submitted by Genoscope,472526050,600,45092223,38.5,33371,33371
Cjaponica_Koshiki_v1.0,GCA_947650365.1,,Chionographis japonica,119999,,,1526120517,4136,81106678,41.5,,
laPotEpih1.hap1.1,GCA_976917975.1,,Potamogeton epihydrus,397064,,,305319724,2239,21388776,40,,
lpJunInfl1.hap1.1,GCA_965612345.1,,Juncus inflexus,318445,,,321598421,437,15421649,33.5,,
lpEleParv1.hap1.2,GCA_965641875.2,,Eleocharis parvula,110299,,,1152670948,2783,216728787,37,,
ASM3951913v1,GCA_039519135.1,,Kokia kauaiensis,47620,,,555992597,2022,41097820,33,,
IRD_Cohum_1.0,GCA_023065735.1,,Coffea humblotiana,59211,,,418074721,751,29629744,36,,
cbBraImbe1.1,GCA_976988665.1,,Braunia imberbis,1588651,,,223502517,547,19935585,39.5,,
cmRicBeyr9.1,GCA_971846045.1,,Riccia beyrichiana,122635,,,468924148,793,64300064,41.5,,
ME02_01.v2.1,GCA_042477565.1,,Actinidia melanandra,165713,,,654246963,1741,21227478,35.5,,
cbCalCord2.2,GCA_964639475.2,,Calliergon cordifolium,671105,,,662055563,1825,26779675,37,,
cbPseEleg4.2,GCA_965240295.2,,Pseudotaxiphyllum elegans,186706,,,307958871,479,25769256,38,,
AKTIVAN_assembly,GCA_030789695.1,,Scilla litardierei,82011,,,3696589761,17151,210067440,43,,
ASM1418258v1,GCA_014182585.1,,Eucalyptus coolabah,881201,,,606305321,935,53560036,39,,
VE_new,GCA_042480485.1,,Vriesea erythrodactylon,1093664,,,417934487,511,17462298,41.5,,
ASM2408581v1,GCA_024085815.1,,Flaveria linearis,4225,,,1654553644,3038,85315804,37.5,,
KIB_Gang_2,GCA_036346375.1,,Guadua angustifolia,323898,,,1544625741,3585,54949771,43.5,,
ASM2558364v1,GCA_025583645.1,,Gossypium ekmanianum,1641373,,,2341873899,4654,108057877,34.5,,
NBPGR_Kmethi_1,GCA_047302345.1,,Trigonella corniculata,200965,,,798664075,1877,99641310,35.5,,
caAndMuta2.1,GCA_965644055.1,,Andreaea mutabilis,1183228,,,202283538,340,21077731,43.5,,
drAmmMaju1.hap2.1,GCA_977061605.1,,Ammi majus,48026,,,919409987,1532,84212522,35.5,,
ASM4011313v1,GCA_040113135.1,,Mimulus sookensis,1256261,,,572889410,899,20405384,35,,
lpEleQuin1.1,GCA_964058905.1,,Eleocharis quinqueflora,46325,,,497056880,697,7447985,35,,
UNAM_Csor_1.0,GCA_018691285.1,,Cucurbita argyrosperma subsp. sororia,37648,,"Annotation submitted by Instituto de Ecologia, UNAM",255122959,956,12094557,36.5,30365,30365
ucMicBrav1.1,GCA_977071835.1,,Micromonas bravo,296588,,,21379002,29,1271127,68.5,,
UWA_Hpros_2,GCA_041222555.2,,Hakea prostrata,1136207,,,712398667,1197,65037154,39,,
cbFisBryo1.1,GCA_977825115.1,,Fissidens bryoides,98471,,,188204072,276,19363239,39.5,,
cjHerHutc3.1,GCA_965112325.1,,Herbertus hutchinsiae,1055714,,,1091904923,1682,118538448,43.5,,
vlDipAlpi1.hap1.1,GCA_965230465.1,,Diphasiastrum alpinum,73625,,,3082763853,6242,128704895,40.5,,
lsCroTomm1.hap1.1,GCA_966184185.1,,Crocus tommasinianus,481118,,,2047349248,3992,260274685,42,,
cjRadComp1.1,GCA_974373415.1,,Radula complanata,139838,,,664614971,1188,41543526,42,,
drLytHyso1.hap1.1,GCA_965234855.1,,Lythrum hyssopifolia,22511,,,659862002,1644,84487723,43,,
cbHedStel2.1,GCA_965642345.1,,Hedwigia stellata,1183236,,,220256717,386,33562822,39.5,,
cbRhyTene4.2,GCA_964340665.2,,Rhynchostegiella tenella,170457,,,317076584,495,41588678,36.5,,
ASM4323785v1,GCA_043237855.1,,Forsythia ovata,205694,,Annotation submitted by Myongji University,1108525499,1635,68970119,34,57587,57587
ddPriScot1.hap2.1,GCA_965240305.1,,Primula scotica,175095,,,2627377735,4126,92036935,36.5,,
ASM2550650v1,GCA_025506505.1,,Flaveria sonorensis,343904,,,1242098486,3833,65423311,36,,
ASM1418256v1,GCA_014182565.1,,Eucalyptus marginata,183836,,,512893265,989,50555998,39.5,,
dcPolMari1.1,GCA_963924305.1,,Polygonum maritimum,512629,,,428639199,725,43467259,39.5,,
cbHetHete15.2,GCA_964605405.2,,Heterocladium heteropterum,271739,,,332921871,1361,26793777,38.5,,
cbCynBrun3.1,GCA_973838815.1,,Cynodontium bruntonii,1225627,,,266506388,693,20375590,40,,
ASM1609761v1,GCA_016097615.1,,Eucalyptus dawsonii,1711249,,,706900568,1342,67728552,39.5,,
cbPseInte1.1,GCA_981404405.1,,Pseudisothecium interludens,3238342,,,386425976,676,34468542,38,,
cbRhyMega1.2,GCA_964467675.2,,Rhynchostegium megapolitanum,568243,,,315331462,589,28564651,35.5,,
cbBryFerr6.1,GCA_974117225.1,,Bryoerythrophyllum ferruginascens,644227,,,333831811,627,25744393,42,,
cbDicCirr2.1,GCA_976358135.1,,Dicranoweisia cirrata,96532,,,198469946,409,13976453,38,,
cbPlaDent2.1,GCA_964237465.1,,Plagiothecium denticulatum,90295,,,405784620,1119,36360634,39.5,,
KU_Pkunth_1.0,GCA_044231535.1,,Penstemon kunthii,265145,,,511245200,1545,57328190,34.5,,
ddEmpNigr1.hap1.1,GCA_977035805.1,,Empetrum nigrum,191066,,,559961900,1342,43358103,39.5,,
csSphLind2.1,GCA_965644395.1,,Sphagnum lindbergii,231112,,,401155127,823,18943445,36,,
cbPolStri2.1,GCA_977013495.1,,Polytrichum strictum,129214,,,338311543,1148,47574325,40.5,,
cbAmpLapp4.1,GCA_971788435.1,,Amphidium lapponicum,61544,,,266073107,610,17995691,38.5,,
PGUA_v1.0,GCA_039583875.1,,Platanthera guangdongensis,2320717,,Annotation submitted by Fujian Agriculture and Forestry University,4245568817,8372,198170782,44.5,22439,22439
cbRhyConf1.1,GCA_965283215.1,,Rhynchostegium confertum,184666,,,331583800,805,29753391,36,,
cbSynRurl1.1,GCA_973838845.1,,Syntrichia ruraliformis,1286807,,,340050964,756,25294722,41.5,,
ASM2858341v1,GCA_028583415.1,,Protea cynaroides,273540,,Annotation submitted by University of Pretoria,1225359862,7120,100581735,39.5,33320,33320
cbIsoPulc3.2,GCA_964656885.2,,Isopterygiella pulchella,186693,,,641620782,1830,29568935,39.5,,
cbPtyCycl2.1,GCA_976926415.1,,Ptychostomum cyclophyllum,200806,,,386175262,1942,41475341,42.5,,
ASM2521556v1,GCA_025215565.1,,Flaveria ramosissima,41578,,,1301745180,13192,73879021,37.5,,
caAndRoth3.1,GCA_965644345.1,,Andreaea rothii,50745,,,239642140,644,24400634,45,,
ucPenCapi1.hap1.1,GCA_965649825.1,,Penicillus capitatus,170435,,,27123206,78,1556870,51,,
Diphasiastrum complanatum v3.1,GCA_029204225.1,,Diphasiastrum complanatum,34168,,Annotation submitted by DOE Joint Genome Institute,1744989973,8441,728786,39,31430,31430
cbLoeBrev3.1,GCA_965363035.1,,Loeskeobryum brevirostre,94452,,,385085386,1178,46515812,37.5,,
cbKiaBlyt5.1,GCA_975300795.1,,Kiaeria blyttii,93151,,,262662768,793,20332908,40.5,,
caAndHook4.2,GCA_965231225.2,,Andreaea hookeri,2779764,,,210592715,594,20913689,44.5,,
cjHerStra2.1,GCA_965645235.1,,Herbertus stramineus,284514,,,1015019242,2582,110206414,43.5,,
cbBraTric1.1,GCA_976131275.1,,Brachydontium trichodes,226501,,,267893195,777,21463826,41,,
cbSplSpha4.1,GCA_975259135.1,,Splachnum sphaericum,61572,,,175374463,539,23552166,46,,
cbPtyPoly4.1,GCA_973851085.1,,Ptychomitrium polyphyllum,480560,,,160170127,485,13182800,39,,
